Account,Token Account,Quantity,Percentage
D23x1vkKSbmRzrNGKbNtvkck5wf3ZcdPx5dcG9U18WNH,9V6tqwBvxzkTcqJ6QczGDPusfm7R67toLazRbUvkSkFN,6000000.00,0.60
7DJ5rA6xdFxKZhLRhtWjaLns2MmqCdGZ84yyKc7XJtFz,9kJSrcm7TsLTFWDdjPG32zGd6FaQjcKf3A7Hn2EVoWBH,5700000.00,0.57
A77HErqtfN1hLLpvZ9pCtu66FEtM8BveoaKbbMoZ4RiR,DcXpaRKYRLVP3iufJAv3gugE6iX7XyUZjAEzqprD2bAP,5505749.98,0.55
jEisWvyQ4SffrAXFzFsNj6zYRNMRc44yh9puLdK36hL,2HLZ8NLtQS9nWv2xsAWLMB4j7epyre8nVHSKSTLXrPW2,5487507.43,0.55
5dDDSix4JDnGGRYxntQKpbnWzMyedu9euxy4Jc8D44yF,AKnZUAukAzSytox78fWhkcVvQEpoaM5tUoqYbxLYPTfT,5271511.75,0.53
Af8B1jFhTWnigZuKSS6rxgDBhNzzwVJ7vWubPvJ4HZCk,6srk58k6dGt5QaNgMUbf2PL8JkLAZaMviYUFbNg9yhFD,5104816.71,0.51
G2j9xPk5wfuotEKPjidzGYn3GQDqSAcu3mWkRouzECVu,76Vcf6hoeEFzeHfsfM4C3NYzgsbfewauMJAvLJJ25e89,4994454.26,0.50
EDT7QC6pWyV8wGFLZqVdTKYKmhz4WY2jCXYrvSmq2erh,C3PmFVhJDja8CEsYsGQq3m87VLwGsuvYVe2gLtjVtPV9,4955771.39,0.50
36SXDn8o66AeVuvq95usDReosArJGmJuStQhxjA9y73U,2LCobZ2WnwBqKaR13XeqfSVEu87HXUy2Ti1yb8HAnARJ,4924813.35,0.49
CLhLf4GoGr1YetJxEradZPpRuwenLnszUfuM4ySrvLSt,3ajfTAxvWZ6P4xnT6GBzg3DgGkPANkjg2gobiPx3Dhi7,4712684.16,0.47
HwRnKq7RPtKHvX9wyHsc1zvfHtGjPQa5tyZtGtbvfXE,3PCuniudMG86to8aTASchPhzTC6k2Hyee5pRcz47H6pV,4645566.43,0.46
4ndvQVkpmJiEE19d1Vcu6JTGuxz1CMRU1LXmU4svX5qS,ANvrvqJ8Yn3Wnhfup3L4hmr7MHunsZ4i9A7idXsJGMhh,4542611.56,0.45
HGWd5othcVkvFN6RXWzenxhWDT2LLCTckb87bzvuVeUA,2iUxkcbJfGTYudMNNiDYekFbB7LXqp2byv1PkdtrM3go,4342398.27,0.43
DrwPKpx3SityVbwd27R9SaFkTtKKA567xuNSnX4Hgdde,5DABnTzU3kfNyvu316XF7794F7gUFmb8a38pQh6GU3rx,4149471.01,0.41
6xx89gXFsgTY1Q5M2fZ7nEcMHDTvwXqtdSG2CGwt9oaU,7Ef7wqog3nbhTQfATQhj4FxtyemevW5frrWLKbHdLF6s,3977645.89,0.40
6V3YLLvE2rzk9oMsjFQ6Wjg56wEKjdF2gXVUHX85j2KR,2X6VjvUcdNzyzapPM5YgX6BdRdKV3wsQDxki6Ge6j5Uf,3950602.05,0.40
BuzujBDQN4GVinvxwq1J4RPupe1vVj6wrGSoVPwzbSMH,Ai6JJrvaeTRpiJKrYGvh5xnVuPeDRrvnP7HLuUQhdb6p,3900000.00,0.39
AyVsCiLdvbjDQtSwJWPCehUgjVzigPDGvUmog52bPHwZ,HxmMN7qsEh3oQCd6trsxgtqQH61RV1cQw1FS4tubjch7,3724363.98,0.37
Gy5GSoHmrfnv49TZHku1bxNv2Dy4tFDjgm7vGbmp8S2h,HMnnYb7CoaWzfayduSzBNdiLYr5mR9w7P5NT3iG8MbRU,3695525.12,0.37
9owMZJcXiaNGZ6PGguYvTT3yDHJ4y77zvJxrjLSaSJyu,AEJCV9nJYLTC5r2FQ3UWnxN9EYQvnqHCVHJ89H1FP3oT,3639893.17,0.36
F6daj9zQ5DxjWEaSA3SehGCZBAyz8gk16FZFCSayaNvN,Erdi89i3wxka2GRg2WDMP8wz8VoR13ZuLCvAGTxZchxN,3500000.00,0.35
Cu2EzaRzrUp6BFUWuvRED27L5P7W2uLFdUi2zpxpoWFj,FaUEwy5RrLqyBbckeBtEA84bCYmUn7rCN5BGF5CdWA64,3386210.80,0.34
F59XhbRgYiJrFr7yZeYKsudPo5u7vkeLufZeykwzxxu1,76k5tvk1RJG766ZwxCMgja9tbszYWCW1WfoBKVvNGhXu,3065909.40,0.31
8zA54BUeURBhBro4ySEJQJwRQoGAfvbiteoAiMuiN6rh,Fhpj8437sCKcM7S6zb6Yk4wfcwdLp9XoAZ2vHd7XtJfq,3031476.84,0.30
51gpe3C8ythVQpAq9XM624icAbZNsr5UhVSs8JeUuYSy,4PJhJZFGg8vCaRAQkuPn6srobUsUrwoL2TebnnYFxVbu,3000000.01,0.30
RtSjXMTb6M5UMaXLZDD8aU3YzUSosFUH3s2ERsEUgfU,GodU4PTWuHaS9fg6QqZVWcCiQhbgFMmRJTwrfFLqco5p,3000000.00,0.30
53gDPFjMUJonVZuJJQH4wxqYY2Zrokc7TNiripxPmde7,2S87u9bsNxdtz2AVyMnTKJf4ZFEAj6EGszpeY6nAbP9v,2760980.80,0.28
4m72fcieYpvtrwNw5RkBsGKmgA2un7vu7PARrQCSBTzy,6f3ZUW1PRjvYQyaYM2eV8YzwC3rswAefvGsae55hL87v,2736444.54,0.27
ApKoa7UKusKaFKeLZeo7sZWJhLprFfi4kG7panSWY2gV,2yCk6wMvUxMWGojbpkYbwziVTEBb1VfLQdRyZKZrx5uD,2537139.79,0.25
HAupXRFoAw9xD8XgJsnnTATBAxKvurZbjboEmRaiW1D2,D6cBKVNkTbG4jdnQ6wzwBPG9RwR1QXumZydgHDH8V5z3,2534967.34,0.25
Cs98z1pd6NCJuV1FjKHDKREA2r59YJK28Emh283s81Ds,FSgdcQxp1Bsq6BBcnERFo7kWd9ffmT6mmw2ETwt4GFzf,2518832.31,0.25
ERaLpvqYeXfVbhhJeEtM32qexg8XKQx3zPWwUdedbSJj,AgF1dEeqiu6L3ChbgWFRGRBUqHdLhiaXpkdivEX4qjh4,2500000.01,0.25
2XpPvSMuK7o5qkGrVHoG479wbBtqVxgjBeReZvji9qvJ,95prkPh9uHFQJUDGR12VR2LXRZ1dSi7atVCutVDWHKtT,2436339.70,0.24
FyNo76YA5PoJLTXAraMhTsjfiQMAVTq1CGGvDrfQV2hr,HRqE5w1k1sfnoFQeGj3A9akzTUPGpPthh5Fbf18YPjUL,2422159.56,0.24
9NB3s3hSWkLM56awiohBtycvXaEBCscmzeUf8Ep1sXAv,9vonQX4twBD6v3UymrHZjYBishRACFZmeho4pnzK51tj,2400000.00,0.24
8qvFb3Ksh76UoyedMkQGovbDu6QDSGvLoaW9yuBxnCVk,AbypHX3GRWzToi7jaVkpvnniqg6sYxVkcApurpfKz9eu,2388632.87,0.24
Bvt3VSDivdycppP1cgP9c9UZ2P5fg3eC3CTty661TCQK,AvJaJxtcQ3BdBdLAiV2c42jLd1Lkp9TLZ6TJwEgu59hE,2363320.63,0.24
4eCsDGPRL7yEBNkUBzAdB88HuT91fAvL3zdbsHZN4yn4,4BtyS624mS44jc7GUNqvEddgUsKdqC85ENQ1uLbN9woa,2324970.52,0.23
9ghGff7PBn4FB6FeQ28CH4j9WWR4s4hM6sjwyaqMeKJb,9EB7vY2WKjJo9iLxHwcFwaS2gbnUn4gSTLejrxwy2qxD,2249999.00,0.23
tVNCPoTDuW41ZXhrshotLQ1sK8MiYuMgAypcXgbznmv,DtbHy9885NtW7PJyHh1AiowD3dTtsNbSzxTzUCH16We2,2200000.00,0.22
Hf1vrfH2EtnvXfFoWkbhUyZGFvpsw6fzZ6mWRJ5X8zAB,AK4UL6DURUvfB8eQzRFdc7p7DCxyVD3bJcf2qP2HEWc4,2071844.67,0.21
CBrQhbsdnuaNTmrSsBVFKdKaNbF4DGFsooNkWfVM8JkG,4TKhx6pJrViSGh4bBT1qvyJB5m6bQFm1htjQaxtUQQxa,2012671.66,0.20
5KFD5jZWzMxH8ejbSLWJTRQYUtcHN9WUZUXN5pnmRn7Y,ETcgmy7fDJtEG5g8UYw8BEngU1WQ6tzELssLNr8QQr6N,2002373.20,0.20
YbHXPGcWz7C4AfavQAL4mNfHVSDoGsMTVmZNbmEf3Gs,Btky48g8tT8zKzr6BAVfyD3yktYy7iiYHCSapud5DXLy,2000117.09,0.20
3Ch5DX7ne6J4kEAF4m6QhBCF2Dkdr6puYDzaghpNmyHa,5q1NEGchZWjUPyfhEnRek7wrWipB5rUhsJxasbsAdnCx,1979990.01,0.20
Gry8n3nmrwaiHPT1bTm8Be5Zq8hvsrN7VtJNFj3X4Q35,8kaonm9QEmRbT33xU3mJEEAd6GXiyRXuDwif2T2ydXBL,1942225.03,0.19
D27iCFiNsCVwLeF6q5c2x8bdJYLBCwZSq8spsu73SDjX,9S4ZtxGrudJLqLVvYwJ2EF5YGS6NzPVNNjiBWNuRBZff,1875853.02,0.19
EP6kq5eswZYsfuUiAA5mUcXunFkLUM439vMms1DtXXjD,9EECzohENKPExCwgCu4vMSXdXy6bLxvqTcnUWriX7nmv,1765221.17,0.18
G3bLeunTvnUrjXSTgTcu5z3W7Py73STJs6pR3RGY6X8S,9zVPWJgSiyAk5Ai8JhBk9rUjAAvL9aLi6rVYifPXST5C,1760966.60,0.18
J2ct7VcpJ56cjUfdb7VqyMWaegwo2yYq2uvXXUg4W6Zt,F1AVCpWQdk6JSYr6T3MwLHDbUzyJYTNuzB8byApj8jmV,1750000.00,0.18
26gfwKgnm9ZsNWRt4PaMkBNA6a46V6Z2AVNo5qrGnr2H,EQaB6P1TK3v84gD243WApXX2F2ttzJQN5o2UKBPoYzXr,1739550.67,0.17
7tcBpoTf7cfUDBaWCV1Pe5BFYP1rFRjgqyKL2fiTXLvP,42mZGjVo6Kb93tXEHyBqYMsik1hE6B6jprnw2idMW6iW,1704800.00,0.17
7YTVHyyEPFdgvJ9bcxgMHujfcykRuhpVDVNQeCifpHfE,DJJZWLYvj7HU127dswbtrYtrxgd6Kq4bCaqyshWfr8mp,1687758.46,0.17
3bghzZWVSSZhRjkWzLhX4JcX2eSiSGjDNVqyT5ffq2id,ETHqN7okXmuB89G1GuSLr7U1KV1JKYemjFT2gQzLLtpc,1667452.60,0.17
BjV4sPsPRF3TWfmDaJBoun8hzNckWQGuYfugPD84vQve,inBi9uBRkm68P4cP8se5Aes39R9feomAWqeo1WDZfJz,1580286.80,0.16
DwE6jvaGp92RhGUoHnDFy2WRXXayupgCkFcxKgrmYNkK,5AmxotNNpcvuA2QY1w5L8rZKTK5EhDEwXT41YTejPbEA,1579863.67,0.16
Dw24aXN2Q4LRSU1kV9Pcdvjz7rcm3vjfxmSApJYwpGrF,7iFbMwb7BDD9VGaxd6HxzeBN7QRCSoQahEUycfdWf9F7,1550979.21,0.16
D3SC4eUoS83wihMdEsNaqx6cpxG9Jr2sRBY8uPhs7r2t,AcyoCbrWYa6oMXjjhKuY7PjU66DdLGYCUNioXVTqVe8Z,1524043.35,0.15
31qPA3BGVEvzXm3LmT8miqLm9h7wvhSu3C8SnNmNJzJD,2ZxH2fLaHFbfmmYZxn4L9Tbny2m6YWoSydgqcyK4X8VG,1510913.58,0.15
xgAgScrb59YJduCCCPm6RHMQBCHusyJa9ms54LUCtLq,GZ2sH671q79R2GAB1Pd5juevStjyPuJEwp4KHNtK3ZfB,1500288.12,0.15
BYJAXRFwvJEJrARjsHxaQKSb8XzTzEi9vxmBQPCLHum1,4ocmkvT3vG5qPnbNeAtZGdzWJAqVp7BrTwAwG7w2nXpA,1500000.00,0.15
c6PrDqXi3QCfCMPNE7YxgX4U6HBQALXH88UZ7JzxP3n,2qM8xSF1Lh93Mp3rz9GgJy69WE8SHZY6ka1VLnSAiWUk,1490010.00,0.15
4JjbW9wZBgnZT2wacbtdmuW899GinxUnvbLTG6GKFXVM,2tyesVMDcENJKLnQRxHrGhPJeAMbGaaQM9CBLRBTKWqP,1483243.07,0.15
DAhwsHMSpA2p6kexgjHAfSF8ZTocbCpsHbp2RPAM7zpi,3ePqiWZCyXbVXStge6Rq467TcW6kvaxhJKHLn6QYoEDv,1430979.51,0.14
BhCgpLyk76x7TQiKAsjdSAtcyJZPZwpbP5oWj9R9fbvu,FxUzXVsCnP8waoxqBexRYDaXdKvpsH1am4sMZrW4XYTv,1400000.00,0.14
9QScSF5TssogYNUiNJJApXyd8WVbjKwiUXGKuNHv2cuY,BZfaFMbxru2Hitbmth5SWRJvahGw16fEcCxGehng9NTu,1377270.02,0.14
BHWXwF7hX2YcPvL3ubmWaXWY9CqMp3j25JKYKhMA67j,DMZHNuGR2hx7jXNLWxuKrgN6ETYV3dnzSdQbyAuhVfMK,1371180.05,0.14
FXBo46sA93nNfzy5hT5K3xHiDLCgok8u6WaqwDsyq34H,DXCWJ3Sd1eATXN75jGcQ7EfQsrCJfBY7qXxLc7tXqCXo,1369804.45,0.14
5rNVN6nMo2LhwQq6tifeWhKkhLkQF29pyh78G6BysT89,GLx7zboqk5LfVHvA3hoFyDFXrMMUmj36EUXPd9zCxCfk,1339757.88,0.13
6XeHZXru3FWpNcT8W4AgsTr7JYqPef3Bres3wF4BPN5T,3Yp1XPgPy7JgEEstYLgfoqER3Bre7MRQMgba9xjh1zim,1315562.38,0.13
385TRzNUZ8Vxyvf36o8Cnet1W9ngQMK7whU61vcQsrGC,HURp9gNLXCmwAku3CcEsaheMqaXqqPtcTQM3TUyZzcCX,1300950.00,0.13
8LX21kZQhLwWnzumegfZs8yuRNFJTBz69QR79fKKDCxN,J7PkfqQAsPsc6GK4FxveBBGY6uBbJ2tSHSmSZWA6vy47,1295163.65,0.13
AxyrCm5yPAvdNbGRnrBJU3QPuaN3K41CsmFQvEDqwKeA,DhCQH79SyWiu8i4R6vpda9Vrp33mv4ouBf4oabcxG4sV,1295000.00,0.13
7NteC7PyagJFngr8ydu9r53L2X5TvcS9BP6zt2Ur7bn8,Ge5UcF91eapByYPJ9RLigYWAneHxAKPuGCN7V7dh6AeP,1293957.78,0.13
2zzoxfZdgWfyumyZ9mPPsqKzeBptMudMRgnjWtgU6Aca,6ZgEeVmLyZ9UrzK51131iJNL4VgDGrb5uFJWzrUxPMHB,1280000.00,0.13
3brgkW2snQLFKsn22RjmuJVL98g71UwAwGKD6Uiky9yP,E7mjTQimdJifhsPxT1inUZRCTnc1gw5xJcVdbc6FVSUx,1271831.71,0.13
ByiAbN9MJhfQKGK5WJrfgko6XS88qqERQVRLWZTsvyTf,HAxYH1JBerra5eSQhex8VogE2ha6ZkzH88sLRsBVa83b,1265952.50,0.13
Et32cCBLRpiP6aLTWFmBVgpVMHkFc2mSKDao1wgTbaVv,7Hi3QHB1piYb7i3tK4UQT7J3cGC8wfpf9RviLovMV9Rq,1256152.40,0.13
9bYH9P6y8DCq96S3C8eCzVCkEryGxd7pPwGxVqSwQkJ8,2ik5cx9sUXG384QhWLnbe35nH4E2n7wRV3t8gNLkTeR8,1245821.48,0.12
68hKi9cCkZ6GNSnbatz6XmzJpKH4KSck7zopRaEC9rXg,7jkaxTHbSJFNpKcSAgog5n2aJfUjjLpjcy4TMv2thcmo,1235196.17,0.12
8RkZ758QXinvSveFmfWdvf9yRHQ95XDagxHnpAoWjoHv,5wW38Lywo1FbQbu773Nbwb8AFyLab29WU6XhxAG1jeHi,1201223.09,0.12
BhEYTpAdH6KsP4TnCinrt421ogRwGoRUuCm6EpuYmFAV,5dx9hwmoEesWLD3eFFK5fM15vB3WQzpppGsDHjSigvFR,1200419.00,0.12
5MpqH1qSFtNue19Apy9so2JkDSdir58BDLnCEVafG7s3,3QJP1J4po4VEaZ7hVbZwXUfKiqQB5fYt1Xv7pS3pkYZz,1200043.18,0.12
EhcP9bVQWo4FWMbacGrd9tayzQTaDF885qyGbdy6SSkW,FwiwegqBAv4KcpzwnCu25HNAZam6ePp5W5GPbXEjew7g,1200000.00,0.12
7js9sc2zk3MNzw9gQeBfk45XkbMCwWBaYzp6R6CYdG9s,5Pg9WqmTyzoTkutXR6t3fKAvD9ETpSL7zDP21XLHff1T,1196926.57,0.12
ozojznrnHnvfEuJh9qxY8op1UPMeyfgUdbePbLxRsHs,3vTEvd1rd73YaVjXVynFZmbZRsAHZJzGAiVahgK7L2SB,1183864.09,0.12
3Fw4KDresTNB1GrwA8TAH8PMnjjDyZFT8xh2jnzD8oMe,AsQjaZVHukz5Xpkb6fnuHf9RCn7vPAhTAhTqQUKrtGXm,1181687.10,0.12
2WNapVgys8zAwzkoDojPviXUy8rknPLkk2CmENWeviHn,4ozLzNxNJRW9JLU45asVBNmc9VCPSw7Eez6Tq6oVkS7z,1168554.36,0.12
DgCqAG9tezdiBs6iD3vjSBKtj9ahzLyXKVJjgo5CztW1,86cRNXM9AFt5QRT9UwQ12i2SozwBgjS6Qj5jWTesg8kk,1164740.30,0.12
25mYnjJ2MXHZH6NvTTdA63JvjgRVcuiaj6MRiEQNs1Dq,EC9iMf1R3jZaB6gKFU4UmR5VPJ67jNWjq2Y6avNkbkzs,1163331.13,0.12
H6WNuyfw3DpxK73WR2Eir1NvqQJqchhMtBfDHEURsM7e,91cgMEiRuC2QoM2G2zDewKy774Q4YiC34A7qnbYT6pW5,1162887.40,0.12
AFVFukYMX82vwtVw1cW5h75bLr83bERh5dGvigGo4jQA,9XiBpnZBtRy2fNAaKZXGuoArWKYBudmUGVbCVqXxk8bP,1160000.00,0.12
GAKLEndJn2QnhKHLNJ6vUxoxXc6vRbW6ySpQ1LcYR7rz,ENRLkueVjQ7DpGq6nyKHcJA8j4ziCakzHWo1NRoPYYcZ,1156570.47,0.12
f3hSrpPhMVLLfu3hmspHJTUocXzGrWJhhw1riKM8V47,3JfunSV72huj4gTwDYpBwzj16SCgTWiLdKdXhN8BZb8L,1156500.00,0.12
FCA4U44hiKgUBTLTP1zcr5U1PwtLKscoxQnPD251vdgf,FKj3wt2iDYY5WQM4niz5CCmu9s6nf4CVMbBWSDX8TmnS,1155315.88,0.12
5T6LT77pwFdCBdq4kAiuvfnySAvMRXcbDYoQwmqoMxkB,6giUQBKUf8VahJkBSxfh22E6BGT2SKDzQeTyUPHZxGsK,1142577.61,0.11
Gb4e75w4BKWej957ZUyjv94mqRJSbhZ1RoQgaDCCW4D6,SRPEDa7hoERz8XC96zcko8Ws1ybLoCKsxsTDZh5CpeY,1129952.18,0.11
F3sHJ8ptdZNhXZMHW7ex4dBoFSyABv3omrkNHPQetbiU,HT4sHhJMwy3SstkipzEruWtyQSTt2vpb9DRfNu9uvUKd,1128126.81,0.11
8JtVzGy8z4F8WfYWpL3oLh74u59e3pnaSpCobsjxEut8,CYaMKH8AUf11CfHTfRWM3i6nHdzBjJgeUpx6xYJuUV6Y,1104619.85,0.11
DuUNi4qZSmkbSCMpskSegVMi5kzN9S5sFPp2ufkgMVLQ,8VrrH58VjjVXqFyZqWAxeZrwbw3FBkJUQbEntR6vF7vU,1096272.38,0.11
865Z17dqDsywANk12uwhpn5xfoyRwNcHvoCuJavr9ayK,GmPVACcoqfaGfbycKeZwT1vTxDXFRZNRDuRB3sRDbfRq,1069250.10,0.11
9dp3qNEkuYSR2C4GUvgfmBwbfmP2wfv4kM233DNz3HYf,98CvnjTbhPvNujWZJpRw36jebaT1FvFQGNKTi8ejwca7,1065876.55,0.11
AMRhYaT1gmcQuhmSDrAoVLJtVrK1mPKyfsa2kVtcGatX,86B4cQUyUXb4ZrcAxhv6W4BZuL8SZkaCvN3puepr1zRT,1056723.54,0.11
D5jx4wmxuPz18hqmgpCMLGVq3uSksCafCp5xjVe1nw8p,7V1XVhESUXrNhPJW5mcFkXTW34rUX32phyr8dCLFux9n,1045302.43,0.10
7FD57PCThbRqosKJPx6XYeqRQwZ2RxYL7HS9NbfiJLkL,6QX8rrRXZiium84cjMDU6zt9rnQdq73MS2BEUp3PFHgA,1037509.52,0.10
4jt81yStW8GwcAXBeCKGayusFnTg3NYzNMxgaLwwKUxu,7QWenmv8wst73cZ8Pf5xRBKjyg8S1U4miqczhoxouf27,1037256.62,0.10
2BbfX5w76dxVzgpFFJuL2ZzUtUzVfHDcVv9xQoxWKgBR,5iPrsVhj3ziTRigpKnGX9ijazA7t6YS9pHPYpMFw9gc2,1017148.13,0.10
F13qNPsSpea4XnzAxejwwbec4Kr4RQBJHupFg17Dgudp,3cYYQQoYub9LKvRDNH7WTRGATFfWgobxzRNi5AB3uYae,1004587.06,0.10
CAyWjHUi6hJMUqE8Fwy6UTHahd3AyyQehnPKATm7vcqn,2mGYm8PMyE47aRh5FrFQCM1FHKHUM1KmsPr1S2KEM4Tx,1003859.24,0.10
4nFBeyBDSdNMzdR8AFGoQgkYmRff2eTpW8PkttTyZtBV,GEsLoS1Zymay2LQMKSNWLmqRPSGwWW68qS7bUcqsJ8pu,1002449.44,0.10
HQMx8HBGZ1K23m2Xh4KaZhWrd8QAHwMvm8JmBJWRkdJA,Gr1z81eh9JyawrPfMtPEEHLsnrYs5vtvLtLGKAfkC4ZR,1002289.62,0.10
F6SAQiFMrkChMycQVbU9ADavAWLjz768ya8Dd132spEQ,2CwNT7BerkrmCHf3qwMgvpnoYZY3UdxqNUUfweXNsuTm,1000970.82,0.10
64V7qJKCX56u7WwoSB6tjKAb7qZnsETPnEEDwCGZiZRr,3a4CCuSjSmoebocurXzfEgW1upVFhpxbcZJWw5afkhAQ,1000352.86,0.10
G3QYDNepboAqmoWgegTb9QVmCUpitjzmuEyLtPWLnpSh,F6JTZhauBnpS99H74QgRdeSgMpk3vmGRA7w1HJ7P9sXX,1000262.92,0.10
niTxtxoQ2ewiAjGFK9zz9EmdbQG2YPLkv6BY3cKFBTw,GTzRTiZESxyunuxiKyDtLmzXEbWZDrSV31CPC34D3YDX,1000120.20,0.10
9eonDyBDZ9ZjegRk3cyDGXkMAe3Cyj1iaLr9BDeovN4c,5prn9JghfjhzH4wUKYcmND2h8wVd9bSU84tZzakp8jct,1000000.26,0.10
9JsscBWLSZ5q5HEMPnz2CQxbKB5edhCtKpntXCXyUixP,5FmEFQxeoxwBW6qeZD9fi9xsw8nwfCTMeBxdC3xizXcC,1000000.00,0.10
3S623rgUeLfQYQkFSyo5b2QbLFXoA8LSKCCG7PB4hbUz,GL8PVYikDbGSyfuebMY8PeyiKKdKVfc3jqFCQ3xyczCy,1000000.00,0.10
AzCqZQpr5H9vvoe4cxsLvKGbVwE8rwUbLeLceNKeX2Mz,DLnLAYUL9XeskXZaMNBhnNAVFFTSc1Wpbyv5kLQ4cuSS,999665.16,0.10
C82MekkqwhK4SRDo6jqHE6Qjwd8iydeuTv4bpPa35BQH,Dn7dEPVyH2gpb5cC8ARwdd3UM3TpKLTaU5UhYzKy1JfM,999630.12,0.10
6wi9yoSNTgH571nNqUofsQGH5b1pw935F8nWZDqpRwiY,BRJgGnhDrZk5PsyUobVXnndx4tginqYRzJrB4kDVkGQo,998697.41,0.10
