EGDHTyDgjnHYcga4CFezVPNBuSH54zPzebHvz9Qp91p6	0.000000	302703.730000	302703.730000
5uG7RXURQMcwCE6Q9H7SFLprFHDDsCN1zZsQK3eFi6zr	0.000000	257143.960000	257143.960000
5VgpKeYRFAiuD6VDgTwakMWwfPnFqoEd8je4fUNLEbDX	265704.100000	324798.900000	59094.800000
6RuqGcPvYkkw2cu2TQufuFLBrYoLqgmq1NoykxoyC1oK	501632.570000	501632.570000	0.000000
BeDU5ta98pkDAvBECeUU6fTD27km5WZKhgwyHTLp5F9K	450000.000000	450000.000000	0.000000
8oE9tLCksjxLBkpSsprFxQAufFTgGSo6kQe1cjWPmB9G	280675.900000	280675.900000	0.000000
4D8rnPidqA8rRd2F3Fk9mdE2uqwihMWfX1T9oJUEhZNZ	256499.100000	256499.100000	0.000000
7EehjsPa9eao2FpBwqpJc4fvhLXukRE7FZSjaiztvdxx	136112.950000	136112.950000	0.000000
HpuU6LFtpR6FmJbCupaHb8qsMXn7xmF8XcBaytKJeobR	122805.900000	122805.900000	0.000000
62mFr75B1aQLEsqtA9yGU9FP5n5Sb442XQ2tkjP1iALE	1005978.010000	0.000000	-1005978.010000
CK3Bvhz3P5XMcTz8Thwu25Zt5FYTPyAAqrEJ5yCM9wUE	136036.670000	0.000000	-136036.670000
3CJKuSqDcgh8ycD617ESaUBR5YFGtXVGYbsr7uonJjiu	127007.520000	0.000000	-127007.520000
7FT36sDxPNbG6NapQw5DpWjtk9UfZwqqsE6f6HMxYjJc	111000.000000	0.000000	-111000.000000
5oTXqNA4sHQADgUSdbxQsYt84NkwowGDt2F8zy1UChdz	0.000000	143584.830000	143584.830000
CahcYU52MJjAYR3f7fe43mmPHRupD3ArLSnYZv1Jqbgs	138301.880000	0.000000	-138301.880000
BK8NuxMWkAWXGCyx4ypf9QxxYjcd62fbDxi5tt15xikM	365703.880000	365703.880000	0.000000
G3tU1eBX4Wr7mxXHUNaQQ8eojuG8qR4qKXtbDCaeaFF3	240000.000000	0.000000	-240000.000000
EARPpWcHMEYSDSxqCT8cp3sLLW3fUkYgA73VtSpwtcMx	150000.000000	0.000000	-150000.000000
mARcosvTBuBRovTyongu2vsEFMwoM8wJSc9Ds5WLbwD	125000.000000	125000.000000	0.000000
27JyT7GkHqceLxBmZ6kS3jnDeq2aPbp55YKf1juNjXDA	0.000000	614218.430000	614218.430000
BWpTCBPfgsfYLJeM3pXhS3Z1Mm8Rfa19E5pm6LQiCXMs	600000.000000	600000.000000	0.000000
6j74GT8o5E81DUGWLYe6qsK8YZEALXTzEQXzVpG5s8Z9	456428.610000	755873.890000	299445.280000
Ece8tS511E3P2RfcQPKgtxfYnwTQ8kgBzcNv5PDw5GZL	312088.600000	350920.200000	38831.600000
5Tn5zxHzcC3sJzPnrjpzu8XYsE5P8sAb8o7RqJmPHTG	187394.540000	193237.480000	5842.940000
CoAvL9Jds9cEGaMigyrzfeUv2zhLXKmTurCg6ZLkoKYG	173929.500000	207471.160000	33541.660000
Ez3QPSiu1B2224EjZv9HVHVpZDKN9H3jbAtw89nSpQsC	889360.070000	688640.050000	-200720.020000
8bGoANGSi9PiyfgXWwBeAxburiKmfFtk6WFmn1xxum1M	293527.340000	293527.340000	0.000000
D9ubr1usnukcX5xQX21qBxNgECvfsGufvPTA62bHKbB8	165000.110000	165000.110000	0.000000
3rSAKRKMjGHKWWneT8wiArN5FiLZVdCw6FUFCYQbZ8FE	0.000000	250000.000000	250000.000000
BHWXwF7hX2YcPvL3ubmWaXWY9CqMp3j25JKYKhMA67j	1513284.990000	1371180.050000	-142104.940000
5uwK9LtsL1T9T7C6SjVNkDdgrYvi9GbmK55pJUiFY3VU	289336.680000	349411.420000	60074.740000
C81Q97TAbidAN6uP3LTN3cgxcQvU547P4Hz5EMcFcXq5	252206.460000	252206.460000	0.000000
6SMpQDbg9QD1BA1U88uCxHMK6PmCcA7gGPhbpTJWVagt	180000.000000	180000.000000	0.000000
6R77wPs6XhqXygH5hbhdPwZJDN3TKtJMD28jRwiXLqGo	535416.820000	535416.820000	0.000000
ExEFY1ZouSrvB3qVwJybQYMQpaVoAHK7VgsoD4KiNCgN	297000.000000	0.000000	-297000.000000
GMYhdg5vYzv93NWq9PkJS7Gdt7eJ47ktDrnRbin8GYDs	243691.660000	243691.660000	0.000000
4kbXdBicAdUzJdBVpr8JUsFD6M6UWj1uW4dDLtp8MmZA	175527.100000	379469.610000	203942.510000
AnK3qCoWPmY5uGPBMDmKUhwSWf2sFhyicGNcaxZ5Qx6j	0.000000	191731.210000	191731.210000
DGT7QhTB6xrMwJZZEupeYXtw6xib7LHG7NMGb4pEVRy9	500000.000000	500000.000000	0.000000
7V4n3zCzi4WCAHcnu9rfovDLYouKUyPaZww4dXGsm3ke	450000.000000	450000.000000	0.000000
6M18YJAbDPd9YoVrHb5bJvnKb2bVg6TFrrMEsJJnpvHD	450000.000000	450000.000000	0.000000
CSJMfZoUBdS5xvwcgKZnTwaLk9K4XGE5GRWUgY3RC4eD	192395.630000	191612.200000	-783.430000
8oexAqu8DHYxW4ixVRiVw3oUD4oZST8U43kqJBoZgDRm	0.000000	319326.190000	319326.190000
5axqZQGKW6xPiMVT3Hyn3MGGeZ7PWpso7D5A1C7URtjF	0.000000	118971.340000	118971.340000
CeiBuVsWuevDAsd8xoe189MSvM4PuZh7mF6EGWK7SN9p	600000.000000	600000.000000	0.000000
2CYy9e2xCp4DqiaaELpnibq1Ziz55CLY344SasDcMcG2	200000.000000	200000.000000	0.000000
9kHYVZrZyCJLaPyVAppDioNDZqRGmJPtVWsZLLFnbQnd	173829.530000	173829.530000	0.000000
ET6n7e1CGFBJukFEQFrWytEvgGronqhc7nhkYyREPSNb	0.000000	136654.860000	136654.860000
4D7VrT3Gw7GxFMPrJEJgKboRV7q8npeM7ijaXXShu6GX	0.000000	128957.130000	128957.130000
2h7Ns9w2grSeQ9mE9WggJZvxMKKLNADJrKTSLucrbmzB	490497.830000	550000.000000	59502.170000
66A7YJdxTYoP6hhSzSGt4PcxR6AcBzvhkiTPHUMpLK4X	150785.460000	250000.000000	99214.540000
8YxyR87LywF2HWTsjZNJ5fecqMpAgw5shVqzAyeC8rC1	118024.480000	118024.480000	0.000000
2rXyHU7F2NE6rbSWANDWJoCx1vMiSAuVeWb1pfWt5a98	384543.160000	384543.160000	0.000000
H5YSaUMDUzd5QUPs6G4MiK9NFwNTzNt8d7PyVhEE8oZt	600000.000000	600000.000000	0.000000
CHiqDpNd3t7eDoRGZtNTgi9AGAtJQ4XD6EfTmjJcN33G	364288.000000	361604.860000	-2683.140000
CDRs5GYEKehSR9tZGfM7TJUfpnaPtsnk5xtcAWXKireW	211211.720000	211211.720000	0.000000
5pFkjxtdiKGpvWwJZ3Yrq9zhUHLyxebNH8ANoCzEMQTG	191364.180000	191364.180000	0.000000
DmuiVi9azUxazcKs9PyHc79JkHzqbzy6jiiNBFnpJLCW	135765.170000	135765.170000	0.000000
4C4dLgeB3NTPPShG6L6JnzePxzvs7W2ZMp8tyfERTtXh	0.000000	178999.560000	178999.560000
BdHTbfZpar7yK8jS62cyQbJ8TvhVdc2nbhgcNkHnx3pT	964529.240000	964529.240000	0.000000
25mYnjJ2MXHZH6NvTTdA63JvjgRVcuiaj6MRiEQNs1Dq	1163331.130000	1163331.130000	0.000000
5mjaHLLpQaZ535GBzS5CoG2MPkWkA5NH1FojjNyAm9qw	436432.090000	0.000000	-436432.090000
5EbgZ6SuPx1Zgrz6JSuVpDoRVkScaZcJ9E71E4pXJViz	400194.120000	796989.300000	396795.180000
CjKm413XAFn4LLNnid9qmqWvWgHEF2YKRRozhummHS6B	192705.380000	192705.380000	0.000000
4ZeXDf8ackaXD2XnsDqWRsy69DKYv3jzEYLDzgYQWGTM	115448.210000	115448.210000	0.000000
rTCWd3R8mPEG1duSGwgZgd7EfaJD66UA2N5iEWppLiK	0.000000	305696.300000	305696.300000
