B2nrzWt4DgwFMW8DEQ6jHsjZKyufQiJJCdsm5zqpavid	240000.000000	200000.000000	-40000.000000
Af8B1jFhTWnigZuKSS6rxgDBhNzzwVJ7vWubPvJ4HZCk	5104816.710000	0.000000	-5104816.710000
vuz1cSZ1FPHYYsHSqbdwKok6Si91wGfoBV6ho5iyE93	300160.970000	0.000000	-300160.970000
7XggdFag34MR54C322A3gq4mJyx4fAQbkPnj55QEWaqm	190293.810000	190293.810000	0.000000
BdzZSjfFBCiEiYRAdyUKnMKwXN1VYM6Cjihiw9gfbFbQ	173015.970000	173015.970000	0.000000
GqZYtpTpXiW7phGzMXs4x16RAVL1tTVJyKsFmyLfrjVD	119382.790000	119382.790000	0.000000
Cw32Ny2xcYdpfJmvFd7h2pRhcbcjoJFq8KrrA8YLwZeh	0.000000	725000.000000	725000.000000
HuGJs7qKqZhAxaWc8wLYfT3QtJtzbeJdi3MH9EWUjFFD	281083.360000	281083.360000	0.000000
67R9ExZMZfzWsewuoRUWD1NuZGwzvGUiw6Tv3GWHAh8D	600000.000000	600000.000000	0.000000
5pFkjxtdiKGpvWwJZ3Yrq9zhUHLyxebNH8ANoCzEMQTG	191364.180000	191364.180000	0.000000
CL7yLat5XDyWtQZ6MM9sUd3fTf8qyGpTXtd19ERxhg6A	0.000000	183429.540000	183429.540000
4GFVVcrtwKX4yFgtsqjFYHEpotto36BUCg43zowc61aw	0.000000	150100.000000	150100.000000
EvM7CPifzQBM22u2CpczCKXNSZAtSYxJPKA9bpkVVEZc	0.000000	150194.700000	150194.700000
GotRasKtnYnNbX4gPsqvxnQHaZTMJ5vbBf3FrqyoSEBz	343559.860000	343559.860000	0.000000
CWaTfG6yzJPQRY5P53nQYHdHLjCJGxpC7EWo5wzGqs3n	317812.220000	1248249.440000	930437.220000
uk9vBMRx71qx3a4N1yowgSaMYEDfUJuwsbZMLsFpXYk	307928.570000	545761.900000	237833.330000
4Ux5sv1A5fdLyea5EtWt297HScWrUHJ6CKnPGsNfb7ty	230015.410000	230015.410000	0.000000
8VLsby16GYEzoUxGuPHaFW3tPZUwuvVQwySVbvw4bn2p	177377.910000	0.000000	-177377.910000
5Kdw3HUdGyqa6SvrzcxeDLQcPS8f9AKU3aa9T97PCj54	0.000000	1084461.770000	1084461.770000
CFbSbx2cZd6FLUTuau8AJcRS14ifzHe8UyW8JficuZdb	0.000000	190932.200000	190932.200000
9fHDL3RaE8xQz3mimq993WnFC38NXuYEgETvAXRJuwUo	234123.460000	310947.980000	76824.520000
HaQAGSJAtLf157YDtzTGjnCAu7yXWjBkuseHAgpJcaKa	230145.200000	0.000000	-230145.200000
8SZ9STyPZ3DKtCYAnwVKUkFE5iB5UenDKDhrmyXsk1Le	216790.400000	216790.400000	0.000000
Buwcfke9VqNcJXTPibMYcfHMvrf1G6tbQQj2S7uiK63W	210731.230000	210731.230000	0.000000
2MTjzkoBp3QPnFUm7zScHRRrtPkHX8PunyejUVFYPn7v	142877.700000	142877.700000	0.000000
FaCHrCQyLCSPzwDiTSxnwTxTfejCpNiFZT7uhKDnGwqd	203697.030000	203697.030000	0.000000
Ain7mxvtvFQSNgiriJ8DEB3yC2QkbVWL95giWxwTyKE2	163923.540000	163923.540000	0.000000
Hh7Tr7txGbrTqXMvdGhoBRCEA9NXxYTVK9J5yhReFVqr	120000.000000	120000.000000	0.000000
AxKMR6Tbm23uMgne1z4CowHkkzHzexAQ5x4smbZGDkeV	0.000000	236974.990000	236974.990000
4S7Tfb5Y9ZcLtWLHZhqeXwV5h5tmGRQ6D6btr5XcijFU	0.000000	155000.000000	155000.000000
AfG1SPqVJGQ6zTGvi3S7cRr7BgffrBMsyrrV6kSRV4uH	300000.000000	300000.000000	0.000000
BdHTbfZpar7yK8jS62cyQbJ8TvhVdc2nbhgcNkHnx3pT	964529.240000	964529.240000	0.000000
CgANddXc7FKSsdLSdFv67X8faZqQaRTeLMXkAVANkZD4	372763.760000	163692.520000	-209071.240000
4v64eEgXNwk5MTrZbrKxLmM23jviomZT3n4Zyb5i39iB	330034.150000	330034.150000	0.000000
6mcAKqEnY2EUnAzhx6bNb5Bvz5U2H6xTBhxLFQxW5umr	137196.280000	137196.280000	0.000000
13X8ecXB9KWjaL8ArvjS6auwBGFd8UZD52wsXWj1H6Hq	115674.370000	122064.670000	6390.300000
CJ7LsSWFt77Svwb8J8MdwpPtfDubVAgMHNK4xUbCzjj7	0.000000	1109900.000000	1109900.000000
A7uHpPn812YMkxVU7eEcHq2bmHTLRxGd7DTY994uay7z	937668.720000	937668.720000	0.000000
JECPU7aeNnswnzc5Aq3xzXPy2jptYhMHPBRseBNnF2MS	915805.130000	469482.130000	-446323.000000
BgMRFKuYV7gZaXz2AZFJvf1FMDoKjfvrzhionp5XnRS7	219110.200000	219110.200000	0.000000
9SAvzqibwf771vGm6SGzyvKKyFeb44RJybRTNPdWp9Uh	164235.060000	164235.060000	0.000000
C8mPkx3SFR3A2DxBneSyutcDGdC7wRJBSzPz1BCJ5t8w	156649.440000	150480.570000	-6168.870000
4mk7gtyANeGeirHm5gzkuneoYehgpMsSPf7isWASiJWm	146995.610000	0.000000	-146995.610000
2BBsuHJ1hDMA6nahVywT2Z9n7M1SBztreyYjfd1ZXzd8	0.000000	222000.000000	222000.000000
HX4gvp29Rys5JpNHeigLkhMRkV9rTX5QtzYLZuoAY3rn	629382.680000	629382.680000	0.000000
HawfigpEeMhczpDr71qtnFmymr2UMXnbTEGz3W88JVkh	600000.000000	600000.000000	0.000000
2axeS7ZqzWczarvsdbReBSBkrc5TupXM2m8etxa5Ad7K	499958.530000	520527.620000	20569.090000
HvRjxUrjxAgkQMyMKGKQpUQikfQ9Bgai6yxLQ9vySjSq	340242.120000	200000.000000	-140242.120000
D248Yq5DkCXtWSYBnUJ9cPgJCeZ1gm8XU3BAiU3UeSVT	242447.440000	242447.440000	0.000000
